authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,,,,,roundedLat,eras,Continent,Starting time,Existence period
"Becker, J.","4.4304868, 44.0151708, 4.4312366, 44.0158459",2020-09-18T14:05:26Z,jbecker,1,Location based on OpenStreetMap,"spring,reservoir","{""type"": ""Polygon"", ""coordinates"": [[[4.4305982, 44.0151708], [4.4304868, 44.0151734], [4.4311615, 44.0158459], [4.4312366, 44.0157822], [4.4311293, 44.0152769], [4.4305982, 44.0151708]]]}",osm-location,precise,representative,2099,2000,2020-10-14T19:33:19Z,/places/148224/osm-location,/places/148224,44.01540217,"44.0154021747,4.43095858052",4.430958581,,T,twenty-first-ce,"2000.0,2099.0",OSM location,4eae5180742d45028a6850379cd8aaa7,,,,,0,Prehistory,AFRICA,-2000,99
"Becker, J.","10.5109103, 45.4377718, 10.8768975, 45.8848129",2020-01-12T17:28:07Z,jbecker,1,Location based on OpenStreetMap,lake,"{""type"": ""Polygon"", ""coordinates"": [[[10.6912995, 45.4377718], [10.5701284, 45.4609593], [10.5627803, 45.4627215], [10.5620915, 45.4628906], [10.5578098, 45.4640263], [10.5559906, 45.4645318], [10.5508805, 45.4659948], [10.5485128, 45.466761], [10.5453936, 45.4677824], [10.5158814, 45.492071], [10.5124068, 45.4951093], [10.5120625, 45.4954999], [10.5110676, 45.4986304], [10.5109238, 45.4995593], [10.5109103, 45.4997918], [10.5190206, 45.5999975], [10.5199475, 45.6031621], [10.8390012, 45.8846202], [10.8390244, 45.8846283], [10.8418445, 45.8847912], [10.8429301, 45.8848129], [10.8429638, 45.8848013], [10.8642161, 45.8770635], [10.8649108, 45.8767979], [10.8654556, 45.8765086], [10.8663311, 45.8759308], [10.8663762, 45.8759003], [10.8762642, 45.8686379], [10.876501, 45.868439], [10.876643, 45.8682694], [10.876794, 45.868036], [10.8768919, 45.8677549], [10.8768975, 45.8675336], [10.8761526, 45.8627957], [10.8756326, 45.8610761], [10.7323114, 45.4962018], [10.7321054, 45.4958497], [10.6980608, 45.4407616], [10.6962134, 45.4383596], [10.6912995, 45.4377718]]]}",osm-location-of-lake-garda,precise,representative,2099,2000,2020-01-31T14:02:05Z,/places/383587/osm-location-of-lake-garda,/places/383587,45.63003951,"45.6300395054,10.6842868381",10.68428684,,T,twenty-first-ce,"2000.0,2099.0",OSM location of Lake Garda,ad9bdab550c346779857d70aa3874073,,,,,0,Prehistory,AFRICA,-2000,99
"Becker, J.","7.0925331, 44.6292529, 12.5487757, 45.182859",2020-03-20T02:22:41Z,jbecker,1,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[7.3915125, 44.6292529], [7.3901238, 44.6293796], [7.388477, 44.6295887], [7.3502713, 44.6371309], [7.1034497, 44.6964239], [7.0999414, 44.6974191], [7.0925331, 44.7002903], [7.776864, 45.1284215], [7.8493463, 45.1712185], [7.8594923, 45.176009], [7.8618834, 45.1769848], [7.8651396, 45.1781823], [7.8780978, 45.1825004], [7.8993073, 45.182549], [8.0677183, 45.182859], [8.2771757, 45.1813398], [9.9102663, 45.1403998], [9.9137207, 45.1403064], [12.1660108, 45.0277965], [12.1764039, 45.0263624], [12.5487757, 44.9712169], [12.4809879, 44.8717014], [12.4073575, 44.7983053], [12.3987088, 44.7924256], [7.3915125, 44.6292529]]]}",osm-location-of-po-river,precise,representative,2099,2000,2020-04-10T15:43:50Z,/places/393469/osm-location-of-po-river,/places/393469,44.99728977,"44.9972897676,9.96512278141",9.965122781,,T,twenty-first-ce,"2000.0,2099.0",OSM location of Po river,4a1918216f924636a0025fbe7adb59c3,,,,,0,Prehistory,AFRICA,-2000,99
"Becker, J.","11.5197153, 45.1830697, 12.2487663, 45.622477",2020-06-16T15:31:09Z,jbecker,1,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[12.2476778, 45.1830697], [12.2465799, 45.183196], [12.2375541, 45.1847127], [12.2303473, 45.1861742], [12.2174298, 45.1891988], [12.213782, 45.1902272], [11.9461814, 45.2672398], [11.6267147, 45.461507], [11.5795981, 45.5013038], [11.5210805, 45.5612298], [11.5206384, 45.5617364], [11.5201446, 45.5623382], [11.5197173, 45.562961], [11.5197153, 45.5631581], [11.5203545, 45.569158], [11.5205885, 45.5703577], [11.5327125, 45.622477], [12.2487663, 45.1830943], [12.2476778, 45.1830697]]]}",osm-location-of-bacchiglione,precise,representative,2099,2000,2020-06-18T10:04:30Z,/places/393505/osm-location-of-bacchiglione,/places/393505,45.39517282,"45.3951728239,11.7969132659",11.79691327,,T,twenty-first-ce,"2000.0,2099.0",OSM location of Bacchiglione,49e4162765fc4f898907fc3b75b0099e,,,,,0,Prehistory,AFRICA,-2000,99
"Elliott, T.","27.5207674, 38.6604925, 27.5929722, 38.7034627",2021-03-03T22:45:56Z,thomase,1,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[27.5207674, 38.6604925], [27.5214226, 38.6621582], [27.5218679, 38.6631023], [27.5228818, 38.6639812], [27.5441454, 38.6812696], [27.5451038, 38.6820138], [27.5696701, 38.6969221], [27.5709513, 38.6973916], [27.574717, 38.6984357], [27.5929722, 38.7034627], [27.5664636, 38.6820929], [27.5634489, 38.6801871], [27.5301666, 38.6640943], [27.5207674, 38.6604925]]]}",osm-location-of-the-lower-course-of-the-modern,precise,representative,2099,2000,2021-03-04T01:05:41Z,/places/550827/osm-location-of-the-lower-course-of-the-modern,/places/550827,38.68296787,"38.682967869,27.5561676187",27.55616762,,T,twenty-first-ce,"2000.0,2099.0",OSM location of the lower course of the modern lower course of the Kum Ã‡ayÄ± ,7f8dc782aec340249ceb08a1a2f60177,,,,,0,Prehistory,AFRICA,-2000,99
"Becker, J.","22.535351, 37.5857709, 22.7496503, 37.7184508",2020-02-21T15:06:22Z,jbecker,1,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[22.749576, 37.5857709], [22.535351, 37.683697], [22.5354052, 37.6838753], [22.5355446, 37.684113], [22.5356836, 37.6843083], [22.5381857, 37.6870131], [22.5418746, 37.6900208], [22.5776769, 37.7140571], [22.5793687, 37.7148365], [22.5813291, 37.7156899], [22.5824417, 37.7160348], [22.592713, 37.7174094], [22.6010756, 37.7184508], [22.6017546, 37.7184245], [22.6116478, 37.716936], [22.6125279, 37.7166459], [22.7200647, 37.6732885], [22.7334354, 37.6637962], [22.7421999, 37.6571189], [22.7439165, 37.655624], [22.7471019, 37.6526056], [22.7495813, 37.6425761], [22.7496503, 37.6417417], [22.749576, 37.5857709]]]}",osm-location-of-ii1-2i-ii-i,precise,representative,2099,2000,2020-02-22T05:55:41Z,/places/570313/osm-location-of-ii1-2i-ii-i,/places/570313,37.67423153,"37.6742315324,22.6627920673",22.66279207,,T,twenty-first-ce,"2000.0,2099.0",OSM location of ÎŠÎ½Î±Ï‡Î¿Ï‚,21b5723fe3f54a46880b2961bd4c3f5b,,,,,35,Prehistory,AFRICA,-2000,99
"Becker, J.","12.1776114, 42.2564918, 12.1776114, 42.2564918",2020-03-05T15:28:36Z,jbecker,1,Associated modern location based on a node derived from OpenStreetMap.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [12.1776114, 42.2564918]}",osm-location-of-capranica,precise,associated_modern,2099,2000,2020-06-08T11:19:38Z,/places/687957706/osm-location-of-capranica,/places/687957706,42.2564918,"42.2564918,12.1776114",12.1776114,,T,twenty-first-ce,"2000.0,2099.0",OSM location of Capranica,72551094db2f43e2851052e2fe2fadaf,,,,,33,Prehistory,AFRICA,-2000,99
"Mckee, G.","32.4679657, 45.6968296, 50.1838014, 58.1729043",2019-10-22T15:07:44Z,gmckee,1,"Line representing the modern course of the Volga River, derived from an OpenStreetMap Relation.",river,"{""type"": ""Polygon"", ""coordinates"": [[[47.8898654, 45.6968296], [47.8860385, 45.6977412], [32.6503066, 56.9768438], [32.6460215, 56.9812948], [32.4679657, 57.2513312], [32.4808354, 57.2537614], [38.4356634, 58.1729043], [38.6100714, 58.1729043], [40.788808, 57.7855297], [43.1055326, 57.3694616], [47.8752476, 56.118499], [49.0273284, 55.7865178], [49.0436526, 55.7778311], [49.0546686, 55.7706032], [49.3603771, 55.1967275], [50.1798775, 53.3115004], [50.1838014, 53.2956276], [47.8937356, 45.6975579], [47.8930288, 45.696879], [47.8898654, 45.6968296]]]}",volgha,precise,representative,2099,2000,2019-10-23T12:40:01Z,/places/834296/volgha,/places/834296,54.06353875,"54.0635387482,43.4828776147",43.48287761,,T,twenty-first-ce,"2000.0,2099.0",OSM location of Volga River,9281d2c938264b1eb4fd0771f699a7b6,,,,,0,Prehistory,AFRICA,-2000,99
"Elliott, T.","31.17166, 40.776253, 31.17166, 40.776253",2021-03-04T22:02:29Z,thomase,1,Location based on OpenStreetMap,,"{""type"": ""Point"", ""coordinates"": [31.17166, 40.776253]}",osm-location-of-modern-beykapy,precise,associated_modern,2099,2000,2021-03-05T01:54:43Z,/places/844915/osm-location-of-modern-beykapy,/places/844915,40.776253,"40.776253,31.17166",31.17166,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of modern BeykÃ¶y,c435d97cc58446d8a84b705f954de96a,,,,,0,Prehistory,AFRICA,-2000,99
"Elliott, T.","31.0367346, 40.7552993, 31.1918517, 40.7749801",2021-03-04T19:54:33Z,thomase,2,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[31.1918517, 40.7552993], [31.0490386, 40.7633779], [31.0420833, 40.7645299], [31.037188, 40.7664781], [31.0368747, 40.7667054], [31.0367728, 40.7670772], [31.0367346, 40.7676007], [31.0373532, 40.7690261], [31.038188, 40.7701442], [31.071281, 40.7745497], [31.0726275, 40.7747151], [31.0789874, 40.7749023], [31.0798053, 40.7749078], [31.1550222, 40.7749801], [31.1559223, 40.7749679], [31.1584765, 40.7746867], [31.1703766, 40.7728667], [31.1713003, 40.7727037], [31.1720811, 40.7723551], [31.1739726, 40.7713726], [31.1746363, 40.7708904], [31.1787972, 40.7677119], [31.1901534, 40.7579906], [31.1903454, 40.7577987], [31.1918517, 40.7552993]]]}",osm-location-of-the-lower-course-of-the-modern,precise,representative,2099,2000,2021-03-05T01:52:26Z,/places/844950/osm-location-of-the-lower-course-of-the-modern,/places/844950,40.76973537,"40.7697353697,31.113229339",31.11322934,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of the lower course of the modern Ugursuyu stream,f63dc05b47614d33b4d3524701ab04ef,,,,,36,Prehistory,AFRICA,-2000,99
"Elliott, T.","31.1918517, 40.7255653, 31.2603353, 40.7552993",2021-03-04T19:58:50Z,thomase,2,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[31.2401756, 40.7255653], [31.2396901, 40.7257072], [31.2106217, 40.7352783], [31.2101986, 40.7355306], [31.2059816, 40.7382582], [31.2053712, 40.738831], [31.1992325, 40.744751], [31.1982403, 40.7459771], [31.1918517, 40.7552993], [31.1923726, 40.7551514], [31.2603353, 40.7276303], [31.2598528, 40.7273735], [31.2572588, 40.7270003], [31.2401756, 40.7255653]]]}",osm-location-of-the-upper-course-of-the-modern,precise,representative,2099,2000,2021-03-05T01:52:26Z,/places/844950/osm-location-of-the-upper-course-of-the-modern,/places/844950,40.73535648,"40.7353564784,31.2228861782",31.22288618,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of the upper course of the modern Ugursuyu stream,fadf26c2706e4b2d8373016b06421243,,,,,35,Prehistory,AFRICA,-2000,99
"Elliott, T.","31.03819, 40.7679154, 31.0913527, 40.8295043",2021-03-04T20:26:57Z,thomase,2,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[31.040517, 40.7679154], [31.0395632, 40.7683556], [31.03819, 40.7715326], [31.0632614, 40.8070945], [31.0680304, 40.8112032], [31.0907625, 40.8295043], [31.0913527, 40.8285101], [31.0911974, 40.8275781], [31.0521093, 40.7713271], [31.0503851, 40.7706668], [31.0413974, 40.7679521], [31.040517, 40.7679154]]]}",osm-location-27701689,precise,representative,2099,2000,2021-03-05T01:52:26Z,/places/844950/osm-location-27701689,/places/844950,40.79763355,"40.797633547,31.0631414956",31.0631415,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of the last segment of the KÃ¼Ã§Ã¼k Melen Ã‡ayi,016731ccd9424957aa931bf96ee7e39e,,,,,33,Prehistory,AFRICA,-2000,99
"Elliott, T.","31.0892687, 40.8295043, 31.1550848, 40.8826041",2021-03-04T20:28:17Z,thomase,2,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[31.0907625, 40.8295043], [31.0899837, 40.8299206], [31.0894877, 40.8307096], [31.0892687, 40.8319038], [31.0896397, 40.8338703], [31.129022, 40.8722881], [31.1329214, 40.8753858], [31.1337082, 40.8758076], [31.1371583, 40.8773119], [31.1500582, 40.88229], [31.1515455, 40.8824716], [31.1532505, 40.8826041], [31.1550848, 40.8824656], [31.1248483, 40.8514195], [31.1095493, 40.8374693], [31.107502, 40.8365916], [31.0907625, 40.8295043]]]}",osm-location-183787435,precise,representative,2099,2000,2021-03-05T01:52:26Z,/places/844950/osm-location-183787435,/places/844950,40.85617405,"40.8561740481,31.1213445621",31.12134456,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of the middle segment of the KÃ¼Ã§Ã¼k Melen Ã‡ayi,0328d160b06e42be805453dba774b529,,,,,33,Prehistory,AFRICA,-2000,99
"Elliott, T.","31.1550848, 40.8824656, 31.2810449, 40.9188523",2021-03-04T20:29:27Z,thomase,2,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[31.1550848, 40.8824656], [31.162559, 40.8914276], [31.1637409, 40.8918546], [31.2358204, 40.9141621], [31.2692623, 40.9188523], [31.2713291, 40.9185869], [31.2797467, 40.914518], [31.280723, 40.9132045], [31.2810449, 40.9121099], [31.2797038, 40.9107883], [31.2779979, 40.9101235], [31.1967458, 40.8898584], [31.1550848, 40.8824656]]]}",osm-location-221471782,precise,representative,2099,2000,2021-03-05T01:52:26Z,/places/844950/osm-location-221471782,/places/844950,40.90253072,"40.9025307185,31.2227054537",31.22270545,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of the upper segment of the KÃ¼Ã§Ã¼k Melen Ã‡ayi,49617d5c9f3d4b5f91a02ee8a71c3b2c,,,,,33,Prehistory,AFRICA,-2000,99
"Elliott, T.","30.9594072, 40.7715326, 31.0382059, 40.891711",2021-03-04T20:37:42Z,thomase,1,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[31.03819, 40.7715326], [31.0305698, 40.780755], [30.9594072, 40.8833577], [30.9596062, 40.891711], [31.0221981, 40.8268254], [31.0229866, 40.8259602], [31.026129, 40.8214672], [31.0265763, 40.8207098], [31.0282224, 40.8161643], [31.0382059, 40.7726111], [31.03819, 40.7715326]]]}",osm-location-of-the-upper-section-of-the-modern,precise,representative,2099,2000,2021-03-05T01:52:27Z,/places/844950/osm-location-of-the-upper-section-of-the-modern,/places/844950,40.83618799,"40.8361879859,31.0009604004",31.0009604,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of the upper section of the modern BÃ¼yÃ¼kmelen Ã‡ayÄ±,7ea52e988c164cb79348630c01a7876c,,,,,0,Prehistory,AFRICA,-2000,99
"Elliott, T.","30.954484, 41.0086953, 31.0126612, 41.0748135",2021-03-04T20:40:23Z,thomase,1,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[30.9709316, 41.0086953], [30.9546761, 41.0628031], [30.954484, 41.0634887], [30.9580748, 41.0677985], [30.9675331, 41.0748135], [31.0090654, 41.0482433], [31.0116607, 41.0464204], [31.0126612, 41.0449571], [31.0119208, 41.042463], [31.0107078, 41.0395676], [31.0074801, 41.0347355], [31.004493, 41.0303138], [30.9803318, 41.0127131], [30.9756151, 41.0097534], [30.9738139, 41.0093418], [30.9709316, 41.0086953]]]}",osm-236076978,precise,representative,2099,2000,2021-03-05T01:52:27Z,/places/844950/osm-236076978,/places/844950,41.04481866,"41.0448186603,30.9850445519",30.98504455,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of the last segment of the BÃ¼yÃ¼kmelen Ã‡ayÄ±,264aebf0cd1549b0b7ff3aa7c4643c24,,,,,0,Prehistory,AFRICA,-2000,99
"Elliott, T.","30.9407429, 40.891711, 30.9596062, 40.9071529",2021-03-04T20:38:43Z,thomase,2,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[30.9596062, 40.891711], [30.9433434, 40.8963843], [30.9408358, 40.8986308], [30.9407429, 40.8992275], [30.9413931, 40.8998944], [30.9494313, 40.9071529], [30.9532346, 40.9034043], [30.9543955, 40.9013686], [30.9584882, 40.8939039], [30.9596062, 40.891711]]]}",osm-4521630,precise,representative,2099,2000,2021-03-05T01:52:27Z,/places/844950/osm-4521630,/places/844950,40.89920482,"40.8992048236,30.9495949283",30.94959493,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of a segment of the BÃ¼yÃ¼kmelen Ã‡ayÄ±,2cc6a3e319724ee184c6f9aac52673de,,,,,0,Prehistory,AFRICA,-2000,99
"Elliott, T.","30.9380382, 40.9696419, 30.9709316, 41.0097426",2021-03-04T20:39:43Z,thomase,2,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[30.9387392, 40.9696419], [30.9380382, 40.9720237], [30.9515059, 41.0010996], [30.9523644, 41.001873], [30.9614716, 41.008458], [30.9633743, 41.009327], [30.9654773, 41.0097426], [30.9676614, 41.0094971], [30.9709316, 41.0086953], [30.9623844, 40.9860025], [30.9615557, 40.9850752], [30.9387392, 40.9696419]]]}",osm-158659125,precise,representative,2099,2000,2021-03-05T01:52:28Z,/places/844950/osm-158659125,/places/844950,40.99221958,"40.9922195834,30.9557543634",30.95575436,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of a segment of the BÃ¼yÃ¼kmelen Ã‡ayÄ±,62bd0911a4284cd8bd3f1c65936971f3,,,,,0,Prehistory,AFRICA,-2000,99
"Elliott, T.","30.9261822, 40.9071529, 30.9494313, 40.9696419",2021-03-04T20:39:11Z,thomase,2,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[30.9494313, 40.9071529], [30.9319199, 40.9178631], [30.930341, 40.9196877], [30.9261822, 40.9309725], [30.9387392, 40.9696419], [30.9405919, 40.969415], [30.9435961, 40.9680162], [30.944126, 40.9673334], [30.9453955, 40.9609163], [30.9494313, 40.9071529]]]}",osm-356708800,precise,representative,2099,2000,2021-03-05T01:52:28Z,/places/844950/osm-356708800,/places/844950,40.93827359,"40.9382735862,30.9377341116",30.93773411,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of a segment of the BÃ¼yÃ¼kmelen Ã‡ayÄ±,a8a3f22900cb48bc9e999bd7642621e2,,,,,36,Prehistory,AFRICA,-2000,99
"Elliott, T.","31.4055082, 41.2177653, 31.4836061, 41.2539292",2021-03-03T19:40:24Z,thomase,1,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[31.4645142, 41.2177653], [31.4634308, 41.2178194], [31.4055082, 41.248312], [31.4214208, 41.2534304], [31.4226433, 41.2537984], [31.4242323, 41.2539292], [31.4253507, 41.2539172], [31.4836061, 41.2439171], [31.4835609, 41.2429368], [31.4650822, 41.2180943], [31.4645142, 41.2177653]]]}",osm-location-of-the-lower-portion-of-the-modern,precise,representative,2099,2000,2021-03-03T20:43:55Z,/places/845006/osm-location-of-the-lower-portion-of-the-modern,/places/845006,41.2373248,"41.2373248033,31.449826915",31.44982692,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of the lower portion of the modern GÃ¼lÃ¼Ã§ Ã‡ayÄ±,7417cedd63274772a1c4773d9a0db06f,,,,,35,Prehistory,AFRICA,-2000,99
"Elliott, T.","31.482914, 41.2439171, 31.5615048, 41.2690645",2021-03-03T19:44:18Z,thomase,1,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[31.4836061, 41.2439171], [31.482914, 41.248376], [31.4961653, 41.2610034], [31.497776, 41.2614902], [31.537453, 41.2690645], [31.5389704, 41.2688628], [31.5600637, 41.2628919], [31.5615048, 41.2622842], [31.4836061, 41.2439171]]]}",osm-location-of-second-segment-of-modern-ga1-4la1,precise,representative,2099,2000,2021-03-03T20:43:55Z,/places/845006/osm-location-of-second-segment-of-modern-ga1-4la1,/places/845006,41.25889574,"41.2588957403,31.5175328713",31.51753287,,T,twenty-first-ce,"2000.0,2099.0",OSM location of second segment of modern GÃ¼lÃ¼Ã§ Ã‡ayÄ±,8e52f144513e42869dcf5b8951b4f373,,,,,31,Prehistory,AFRICA,-2000,99
"Elliott, T.","31.5615048, 41.2490258, 31.5781501, 41.2651505",2021-03-03T19:45:45Z,thomase,1,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[31.5733397, 41.2490258], [31.5728425, 41.2492308], [31.5615048, 41.2622842], [31.5700986, 41.2648892], [31.5710876, 41.2651505], [31.5731053, 41.2649762], [31.5766306, 41.263883], [31.5781501, 41.262479], [31.5780662, 41.2611158], [31.5741981, 41.2495042], [31.5733397, 41.2490258]]]}",osm-location-of-third-segment-of-the-ga1-4la1-4ass,precise,representative,2099,2000,2021-03-03T20:43:56Z,/places/845006/osm-location-of-third-segment-of-the-ga1-4la1-4ass,/places/845006,41.25944063,"41.259440632,31.5718705063",31.57187051,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of third segment of the GÃ¼lÃ¼Ã§ Ã‡ayÄ±,2abdd5c0ec4e438399e4f95c9902f6dc,,,,,35,Prehistory,AFRICA,-2000,99
"Elliott, T.","31.5741981, 41.2335464, 31.6031163, 41.2602844",2021-03-03T19:46:50Z,thomase,1,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[31.6028907, 41.2335464], [31.5975764, 41.2355362], [31.5741981, 41.2495042], [31.5811424, 41.2595126], [31.582506, 41.2599086], [31.5843844, 41.2602844], [31.5883911, 41.2593814], [31.5900275, 41.2575511], [31.6010052, 41.2447601], [31.6031163, 41.2419843], [31.6028907, 41.2335464]]]}",osm-location-of-fourth-segment-of-the-ga1-4la1,precise,representative,2099,2000,2021-03-03T20:43:56Z,/places/845006/osm-location-of-fourth-segment-of-the-ga1-4la1,/places/845006,41.24883647,"41.2488364746,31.5914873786",31.59148738,,T,twenty-first-ce,"2000.0,2099.0",OSM Location of fourth segment of the GÃ¼lÃ¼Ã§ Ã‡ayÄ±,046a99d6243f47e18313bccf77054941,,,,,34,Prehistory,AFRICA,-2000,99
"Elliott, T.","31.6028907, 41.2323071, 31.6837268, 41.250399",2021-03-03T19:47:53Z,thomase,1,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[31.6057446, 41.2323071], [31.6047003, 41.2323708], [31.6028907, 41.2335464], [31.6268325, 41.249474], [31.6306033, 41.250399], [31.6794805, 41.2460996], [31.6807621, 41.2458793], [31.6815628, 41.2451115], [31.6818687, 41.2444899], [31.6837268, 41.2397984], [31.6654121, 41.2328129], [31.6057446, 41.2323071]]]}",osm-location-of-hte-fifth-segment-of-the-modern,precise,representative,2099,2000,2021-03-03T20:43:56Z,/places/845006/osm-location-of-hte-fifth-segment-of-the-modern,/places/845006,41.24058586,"41.240585857,31.6480321683",31.64803217,,T,twenty-first-ce,"2000.0,2099.0",OSM location of hte fifth segment of the modern GÃ¼lÃ¼Ã§ Ã‡ayÄ±,5fce7798dc974a3483dd1ce1e10d5b2d,,,,,34,Prehistory,AFRICA,-2000,99
"Becker, J.","34.8062245, 40.9780582, 34.8062245, 40.9780582",2021-03-13T01:30:21Z,jbecker,1,Location based on OpenStreetMap,settlement-modern,"{""type"": ""Point"", ""coordinates"": [34.8062245, 40.9780582]}",osm-location-of-osmanca-k,precise,associated_modern,2099,2000,2021-03-13T01:36:29Z,/places/845039/osm-location-of-osmanca-k,/places/845039,40.9780582,"40.9780582,34.8062245",34.8062245,,T,twenty-first-ce,"2000.0,2099.0",OSM location of OsmancÄ±k,d70aad538ce24fd7a30d6fce715a360b,,,,,31,Prehistory,AFRICA,-2000,99
"Mckee, G.","30.3256985, 29.0948774, 31.0827252, 29.5854005",2020-08-04T18:27:59Z,gmckee,2,"Polygon representing the modern extent of the Faiyum Oasis, derived from an OpenStreetMap Relation.","oasis,region","{""type"": ""Polygon"", ""coordinates"": [[[30.6882473, 29.0948774], [30.671768, 29.0960772], [30.6612967, 29.0980272], [30.6405256, 29.102677], [30.6212996, 29.1092763], [30.6106566, 29.1155752], [30.5928038, 29.1283219], [30.3256985, 29.4485672], [30.3267285, 29.4524537], [30.3291317, 29.4572368], [30.3322216, 29.4617208], [30.8616253, 29.5839077], [30.8712384, 29.5854005], [30.968742, 29.5677839], [30.9841916, 29.5642005], [31.0295102, 29.542996], [31.0497662, 29.5331389], [31.066589, 29.518202], [31.079292, 29.4931031], [31.0827252, 29.4650089], [31.0806652, 29.4413918], [31.0514828, 29.3708067], [31.0298535, 29.3274144], [31.025047, 29.3214278], [31.0198971, 29.3151415], [30.8554455, 29.1326705], [30.8417126, 29.1212741], [30.8307263, 29.117375], [30.8094403, 29.112276], [30.7047268, 29.0960774], [30.6882473, 29.0948774]]]}",64862762d629-62764464164a648645,precise,representative,2099,2000,2020-08-05T22:36:33Z,/places/170198552/64862762d629-62764464164a648645,/places/170198552,29.3739698,"29.373969796,30.7432736915",30.74327369,,T,twenty-first-ce,"2000.0,2099.0",OSM location of Faiyum Oasis,18cc4df280aa4d8aaad394cf2389257c,,,,,34,Prehistory,AFRICA,-2000,99
"Becker, J., B. Christiansen","44.0111264, 40.035903, 44.0384091, 40.0522417",2020-06-06T17:51:26Z,"jbecker, bchristiansen2",2,Location based on OpenStreetMap,settlement-modern,"{""type"": ""Polygon"", ""coordinates"": [[[44.0181841, 40.035903], [44.0125159, 40.0359199], [44.0111264, 40.0381827], [44.0113249, 40.0396348], [44.0154934, 40.0444302], [44.0221613, 40.0494849], [44.0260717, 40.0514689], [44.0297067, 40.0522417], [44.0384091, 40.0516564], [44.0378577, 40.0499175], [44.0312631, 40.0411714], [44.0181841, 40.035903]]]}",osm-location-of-modern-village-of-janfida,precise,associated_modern,2099,2000,2020-06-12T10:55:52Z,/places/280340257/osm-location-of-modern-village-of-janfida,/places/280340257,40.04420031,"40.0442003093,44.0245673778",44.02456738,,T,twenty-first-ce,"2000.0,2099.0",OSM location of modern village of Janfida,90a1cf3909574f68b89869c542e72ac7,,,,,35,Prehistory,AFRICA,-2000,99
"Becker, J.","37.98591, 47.89558, 37.98591, 47.89558",2020-12-05T17:51:23Z,jbecker,1,Location based on OpenStreetMap,settlement-modern,"{""type"": ""Point"", ""coordinates"": [37.98591, 47.89558]}",osm-location-of-modern-temriuk,precise,associated_modern,2099,2000,2021-03-07T00:32:09Z,/places/570044391/osm-location-of-modern-temriuk,/places/570044391,47.89558,"47.89558,37.98591",37.98591,,T,twenty-first-ce,"2000.0,2099.0",OSM location of modern Temriuk,eda351bc8ba54f2d83ad2f6a319a7a7c,,,,,33,Prehistory,AFRICA,-2000,99
