authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,,,,,roundedLat,eras,Continent,-2000
"McK. Camp II, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","24.470327, 36.71442, 24.470327, 36.71442",2011-01-25T18:29:53Z,"J. McK. Camp II, G. Reger",1,Point location,unknown,"{""type"": ""Point"", ""coordinates"": [24.470327, 36.71442]}",darmc-location-23081,precise,representative,-330,-750,2012-02-15T01:30:25Z,/places/570373/darmc-location-23081,/places/570373,36.71442,"36.71442,24.470327",24.470327,,AC,"archaic,classical","-750.0,-330.0",DARMC location 23081,cf751e6d45ced62cd2b288f963bb7ccc,,,,,38,Prehistory,EUROPE,-2000
"McK. Camp II, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","22.888906, 36.652699, 22.888906, 36.652699",2011-01-25T18:27:33Z,"J. McK. Camp II, G. Reger",1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [22.888906, 36.652699]}",darmc-location-13284,precise,representative,-30,-750,2012-02-15T01:30:27Z,/places/570378/darmc-location-13284,/places/570378,36.652699,"36.652699,22.888906",22.888906,,ACH,"archaic,classical,hellenistic-republican","-750.0,-30.0",DARMC location 13284,6c362018f9005c28affce61d1918c03e,,,,,38,Prehistory,EUROPE,-2000
"McK. Camp II, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","22.548448, 36.884856, 22.548448, 36.884856",2011-01-25T18:30:31Z,"J. McK. Camp II, G. Reger",1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [22.548448, 36.884856]}",darmc-location-24067,precise,representative,300,-750,2012-02-15T01:30:31Z,/places/570385/darmc-location-24067,/places/570385,36.884856,"36.884856,22.548448",22.548448,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 24067,419db6b5a5ad604c0a4f69206816132a,,,,,38,Prehistory,EUROPE,-2000
"McK. Camp II, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","23.116657, 37.95001, 23.116657, 37.95001",2011-01-25T18:30:33Z,"J. McK. Camp II, G. Reger",1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [23.116657, 37.95001]}",darmc-location-24068,precise,representative,300,-750,2012-02-15T01:30:31Z,/places/570386/darmc-location-24068,/places/570386,37.95001,"37.95001,23.116657",23.116657,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 24068,863fbb28c89fb5213e191a9ae06f839f,,,,,38,Prehistory,EUROPE,-2000
"McK. Camp II, J., G. Reger, R. Talbert, T. Elliott, S. Gillies","22.5, 37.5, 23.0, 38.0",2010-09-20T20:49:14Z,"J. McK. Camp II, G. Reger",0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[22.5, 37.5], [22.5, 38.0], [23.0, 38.0], [23.0, 37.5], [22.5, 37.5]]]}",batlas-location,rough,representative,300,-750,2012-02-15T01:30:33Z,/places/570387/batlas-location,/places/570387,37.75,"37.75,22.75",22.75,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",Barrington Atlas location,19f896bf4d5fc016f6820550e11585d2,,,,,38,Prehistory,EUROPE,-2000
"McK. Camp II, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","22.093167, 37.332507, 22.093167, 37.332507",2011-01-25T18:27:34Z,"J. McK. Camp II, G. Reger",1,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [22.093167, 37.332507]}",darmc-location-13318,precise,representative,-30,-750,2018-06-07T21:38:41Z,/places/570388/darmc-location-13318,/places/570388,37.332507,"37.332507,22.093167",22.093167,,ACH,"archaic,classical,hellenistic-republican","-750.0,-30.0",DARMC location 13318,67bd37baf79f4fb65fa4fa29f2845956,,,,,37,Prehistory,EUROPE,-2000
"McK. Camp II, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","21.143869, 37.933241, 21.143869, 37.933241",2011-01-25T18:24:08Z,"J. McK. Camp II, G. Reger",1,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [21.143869, 37.933241]}",darmc-location-4264,precise,representative,300,-750,2018-06-08T00:23:06Z,/places/570390/darmc-location-4264,/places/570390,37.933241,"37.933241,21.143869",21.143869,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 4264,7d83361da01ab66a702ba4d7e89ba4c4,,,,,37,Prehistory,EUROPE,-2000
"McK. Camp II, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","22.111538, 38.030556, 22.111538, 38.030556",2011-01-25T18:27:36Z,"J. McK. Camp II, G. Reger",1,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [22.111538, 38.030556]}",darmc-location-13351,precise,representative,300,-750,2018-06-08T10:00:42Z,/places/570392/darmc-location-13351,/places/570392,38.030556,"38.030556,22.111538",22.111538,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 13351,62ca58f39787d472f925117655cd3f5e,,,,,37,Prehistory,EUROPE,-2000
"McK. Camp II, J., G. Reger, R. Talbert, T. Elliott, S. Gillies","22.5, 37.0, 23.0, 37.5",2010-09-20T20:49:23Z,"J. McK. Camp II, G. Reger",1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[22.5, 37.0], [22.5, 37.5], [23.0, 37.5], [23.0, 37.0], [22.5, 37.0]]]}",batlas-location,rough,representative,640,-750,2012-02-15T01:30:37Z,/places/570395/batlas-location,/places/570395,37.25,"37.25,22.75",22.75,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",Barrington Atlas location,cb9640e68479b0e9640171faf6250329,,,,,37,Prehistory,EUROPE,-2000
"McK. Camp II, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","21.681159, 37.248527, 21.681159, 37.248527",2011-01-25T18:24:10Z,"J. McK. Camp II, G. Reger",1,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [21.681159, 37.248527]}",darmc-location-4267,precise,representative,300,-750,2018-06-08T00:59:44Z,/places/570397/darmc-location-4267,/places/570397,37.248527,"37.248527,21.681159",21.681159,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 4267,02ba2c9d2eba3e2efa62e5b239467889,,,,,37,Prehistory,EUROPE,-2000
"McK. Camp II, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","22.989822, 36.961993, 22.989822, 36.961993",2011-01-25T18:30:35Z,"J. McK. Camp II, G. Reger",1,1:1 million scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [22.989822, 36.961993]}",darmc-location-24070,precise,representative,300,-750,2018-06-07T21:17:51Z,/places/570398/darmc-location-24070,/places/570398,36.961993,"36.961993,22.989822",22.989822,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 24070,861771cf5053ab8936ed9b117e520401,,,,,38,Prehistory,EUROPE,-2000
"McK. Camp II, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","22.978222, 36.262287, 22.978222, 36.262287",2011-08-02T20:24:31Z,"J. McK. Camp II, G. Reger",1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [22.978222, 36.262287]}",darmc-location-34071,precise,representative,300,-750,2012-02-15T01:30:41Z,/places/570400/darmc-location-34071,/places/570400,36.262287,"36.262287,22.978222",22.978222,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 34071,5128611fafaf46505a0b8d2af7c8c921,,,,,38,Prehistory,EUROPE,-2000
"Becker, J.","24.4017317, 37.411786, 24.4017317, 37.411786",2014-06-01T20:02:23Z,jbecker,2,Representative modern location of the archaeological site based on OpenStreetMap.,"settlement,","{""type"": ""Point"", ""coordinates"": [24.4017317, 37.411786]}",osm-location,precise,representative,640,-750,2018-07-13T19:15:04Z,/places/570402/osm-location,/places/570402,37.411786,"37.411786,24.4017317",24.4017317,,ACHL,"archaic,classical,hellenistic-roman-early-empire,late-antique","-750.0,640.0",OSM location of Î‘ÏÏ‡Î±Î¯Î± ÎšÏÎ¸Î½Î¿Ï‚ (Î’ÏÏ…ÏŒÎºÎ±ÏƒÏ„ÏÎ¿),497cf0b06b5c019ec580cdee017b4156,,,,,38,Prehistory,EUROPE,-2000
"Becker, J.","11.6429007, 42.4147048, 11.6429007, 42.4147048",2013-07-11T15:28:15Z,jbecker,2,An archaic tumulus-type tomb at Vulci. Location based on OpenStreetMap.,"tumulus,","{""type"": ""Point"", ""coordinates"": [11.6429007, 42.4147048]}",location-of-tomb-of-cuccumella,precise,"representative,",-550,-750,2020-04-19T11:11:20Z,/places/704548439/location-of-tomb-of-cuccumella,/places/704548439,42.4147048,"42.4147048,11.6429007",11.6429007,,A,archaic,"-750.0,-550.0",OSM location of Tomb of Cuccumella,98bcce9b965205bb01f115098809ad38,,,,,38,Prehistory,EUROPE,-2000
"Landvatter, T., J. Becker","12.465576, 41.8843917, 12.465576, 41.8843917",2018-07-30T17:44:21Z,tlandvatter,5,Representative location derived from an OpenStreetMap node.,sanctuary,"{""type"": ""Point"", ""coordinates"": [12.465576, 41.8843917]}",osm-location-of-the-lucus-furrinae-syrian-sanctuary,precise,representative,640,-750,2018-08-01T13:28:57Z,/places/432336962/osm-location-of-the-lucus-furrinae-syrian-sanctuary,/places/432336962,41.8843917,"41.8843917,12.465576",12.465576,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",OSM location of Santuario siriaco al Gianicolo,29bcecc96095482883d400939d1da1f8,,,,,38,Prehistory,EUROPE,-2000
"Becker, J., J. Michael Kent, A. Rabinowitz","27.363807, 37.9497311, 27.363807, 37.9497311",2013-02-25T21:47:39Z,"jbecker, jkent",2,"The Temple of Artemis, the central element of the extramural sanctuary of Artemis at Ephesus, was considered one of the Seven Wonders of the Ancient World.","temple-2,","{""type"": ""Point"", ""coordinates"": [27.363807, 37.9497311]}",temple-of-artemis,precise,,640,-750,2020-06-19T15:03:27Z,/places/873985034/temple-of-artemis,/places/873985034,37.9497311,"37.9497311,27.363807",27.363807,"dare:feature=major temple, temple, Artemis",ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",Temple of Artemis,81ba3ce968b352c33274f21655364694,,,,,38,Prehistory,EUROPE,-2000
"Becker, J.","27.3628366, 37.9493541, 27.3643751, 37.9501129",2021-01-13T17:46:56Z,jbecker,1,Representative location based on OpenStreetMap,temple-2,"{""type"": ""Polygon"", ""coordinates"": [[[27.3642142, 37.9493541], [27.3628366, 37.949655], [27.3629975, 37.9501129], [27.3643751, 37.9498119], [27.3642142, 37.9493541]]]}",osm-location-of-temple-of-artemis-artemision,precise,representative,640,-750,2021-01-14T15:05:30Z,/places/873985034/osm-location-of-temple-of-artemis-artemision,/places/873985034,37.94973348,"37.94973348,27.3636058333",27.36360583,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",OSM location of Temple of Artemis (Artemision),449230190235448ebbdc2bdfe47a15b8,,,,,37,Prehistory,EUROPE,-2000
"Becker, J., T. Elliott","12.8344342, 37.5884372, 12.8344342, 37.5884372",2013-03-20T19:09:15Z,jbecker,3,Representative point location based on OpenStreetMap.,"temple-2,","{""type"": ""Point"", ""coordinates"": [12.8344342, 37.5884372]}",osm-location,precise,representative,-330,-750,2016-06-24T11:05:06Z,/places/283133307/osm-location,/places/283133307,37.5884372,"37.5884372,12.8344342",12.8344342,,AC,"archaic,classical","-750.0,-330.0",OSM location of Temple G,20ee946602468e2ca4807821974e043d,,,,,37,Prehistory,EUROPE,-2000
"Bernand, A., D. R. Talbert, T. Elliott, S. Gillies","32.410357, 30.838454, 32.410357, 30.838454",2011-03-09T18:49:08Z,A. Bernand,1,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [32.410357, 30.838454]}",darmc-location-2286,precise,representative,640,-750,2020-06-22T23:51:18Z,/places/727231/darmc-location-2286,/places/727231,30.838454,"30.838454,32.410357",32.410357,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARMC location 2286,0b710ce388a55e75c7c8a593ce514f46,,,,,38,Prehistory,EUROPE,-2000
"Bernand, A., D. R. Talbert, T. Elliott, S. Gillies","32.323607, 30.86069, 32.323607, 30.86069",2011-03-09T19:10:27Z,A. Bernand,1,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [32.323607, 30.86069]}",darmc-location-4921,precise,representative,640,-750,2020-06-22T23:51:18Z,/places/727231/darmc-location-4921,/places/727231,30.86069,"30.86069,32.323607",32.323607,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARMC location 4921,ba42064d3468b45e164626a636d60be4,,,,,38,Prehistory,EUROPE,-2000
"Bernand, A., D. R. Talbert, T. Elliott, S. Gillies","31.870349, 30.974987, 31.870349, 30.974987",2011-03-09T19:24:29Z,A. Bernand,1,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [31.870349, 30.974987]}",darmc-location-6266,precise,representative,640,-750,2018-06-08T00:08:55Z,/places/727236/darmc-location-6266,/places/727236,30.974987,"30.974987,31.870349",31.870349,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARMC location 6266,eb069cb3a7a9bc366dd0fefb6b76d729,,,,,38,Prehistory,EUROPE,-2000
"Bernand, A., D. R. Talbert, T. Elliott, S. Gillies","31.871092, 30.974364, 31.871092, 30.974364",2011-03-09T19:24:30Z,A. Bernand,1,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [31.871092, 30.974364]}",darmc-location-6267,precise,representative,640,-750,2018-06-08T00:08:55Z,/places/727236/darmc-location-6267,/places/727236,30.974364,"30.974364,31.871092",31.871092,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARMC location 6267,30901258c805bc1bc371d3aa0a7bb8c4,,,,,37,Prehistory,EUROPE,-2000
"Ã…hlfeldt, J.","31.881357, 30.978171, 31.881357, 30.978171",2012-10-20T20:24:47Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [31.881357, 30.978171]}",dare-location,precise,representative,640,-750,2018-06-08T00:08:55Z,/places/727236/dare-location,/places/727236,30.978171,"30.978171,31.881357",31.881357,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARE Location,53231040ddc4a32ce22b7be7b16a039a,,,,,42,Prehistory,EUROPE,-2000
"Bernand, A., D. R. Talbert, T. Elliott, S. Gillies","30.815779, 30.432395, 30.815779, 30.432395",2011-03-09T22:27:32Z,A. Bernand,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [30.815779, 30.432395]}",darmc-location-15082,precise,representative,640,-750,2012-02-15T03:08:56Z,/places/727244/darmc-location-15082,/places/727244,30.432395,"30.432395,30.815779",30.815779,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARMC location 15082,c47f4e6b1a54f2bdff3da1319b629587,,,,,42,Prehistory,EUROPE,-2000
"Bernand, A., D. R. Talbert, T. Elliott, S. Gillies","31.516665, 30.93333, 31.516665, 30.93333",2011-03-09T22:29:34Z,A. Bernand,1,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [31.516665, 30.93333]}",darmc-location-15146,precise,representative,640,-750,2018-06-08T00:10:17Z,/places/727249/darmc-location-15146,/places/727249,30.93333,"30.93333,31.516665",31.516665,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARMC location 15146,ccb1db56e9636ce5391b07245e8f6dfb,,,,,42,Prehistory,EUROPE,-2000
"Ã…hlfeldt, J.","31.517046, 30.937937, 31.517046, 30.937937",2012-10-20T20:25:01Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [31.517046, 30.937937]}",dare-location,precise,representative,640,-750,2018-06-08T00:10:17Z,/places/727249/dare-location,/places/727249,30.937937,"30.937937,31.517046",31.517046,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARE Location,1ea54f197079de90eb57699d7d3fb44d,,,,,42,Prehistory,EUROPE,-2000
"Ã…hlfeldt, J.","34.999999, 29.530676, 34.999999, 29.530676",2012-10-20T20:27:20Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [34.999999, 29.530676]}",dare-location,precise,representative,640,-750,2012-10-20T20:27:22Z,/places/746700/dare-location,/places/746700,29.530676,"29.530676,34.999999",34.999999,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARE Location,656bcd308e1ea2977d72bcdd2bba9503,,,,,42,Prehistory,EUROPE,-2000
"Graf, D., D. R. Talbert, T. Elliott, S. Gillies","35.61837, 29.918585, 35.61837, 29.918585",2011-03-09T20:25:37Z,D.F. Graf,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [35.61837, 29.918585]}",darmc-location-9830,precise,representative,300,-750,2012-02-15T03:17:46Z,/places/746750/darmc-location-9830,/places/746750,29.918585,"29.918585,35.61837",35.61837,,AHR,"archaic,hellenistic-republican,roman","-750.0,300.0",DARMC location 9830,3d5d94469135281c0653dd2f1e25d7fb,,,,,42,Prehistory,EUROPE,-2000
"Graf, D., D. R. Talbert, T. Elliott, S. Gillies","34.9866, 29.544099, 34.9866, 29.544099",2011-03-10T00:11:25Z,D.F. Graf,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [34.9866, 29.544099]}",darmc-location-20383,precise,representative,-30,-750,2012-02-15T03:17:47Z,/places/746754/darmc-location-20383,/places/746754,29.544099,"29.544099,34.9866",34.9866,,AH,"archaic,hellenistic-republican","-750.0,-30.0",DARMC location 20383,68861c76e272e4bc192a2a0b2400d97f,,,,,42,Prehistory,EUROPE,-2000
"Graf, D., R. Talbert, T. Elliott, S. Gillies","34.5, 29.5, 35.0, 30.0",2009-09-22T08:53:00Z,D.F. Graf,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[34.5, 29.5], [34.5, 30.0], [35.0, 30.0], [35.0, 29.5], [34.5, 29.5]]]}",undetermined,rough,representative,-30,-750,2012-02-15T03:17:48Z,/places/746755/undetermined,/places/746755,29.75,"29.75,34.75",34.75,,AH,"archaic,hellenistic-republican","-750.0,-30.0",Undetermined location,bb6e3769547510ca0ae2d30612160ffa,,,,,42,Prehistory,EUROPE,-2000
"Graf, D., D. R. Talbert, T. Elliott, S. Gillies","35.553898, 30.11044, 35.553898, 30.11044",2011-08-02T21:09:48Z,D.F. Graf,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [35.553898, 30.11044]}",darmc-location-23167,precise,representative,300,-750,2012-02-15T03:17:52Z,/places/746762/darmc-location-23167,/places/746762,30.11044,"30.11044,35.553898",35.553898,,AHR,"archaic,hellenistic-republican,roman","-750.0,300.0",DARMC location 23167,cc595590be191a294abb4121257e1098,,,,,42,Prehistory,EUROPE,-2000
"Graf, D., D. R. Talbert, T. Elliott, S. Gillies","35.415062, 30.073726, 35.415062, 30.073726",2011-08-02T21:09:42Z,D.F. Graf,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [35.415062, 30.073726]}",darmc-location-23169,precise,representative,300,-750,2012-02-15T03:17:54Z,/places/746765/darmc-location-23169,/places/746765,30.073726,"30.073726,35.415062",35.415062,,AHR,"archaic,hellenistic-republican,roman","-750.0,300.0",DARMC location 23169,596f078d04c183fd9b1147c0ff11474f,,,,,45,Prehistory,EUROPE,-2000
"Graf, D., D. R. Talbert, T. Elliott, S. Gillies","35.485001, 30.09305, 35.485001, 30.09305",2011-03-09T21:30:40Z,D.F. Graf,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [35.485001, 30.09305]}",darmc-location-13162,precise,representative,300,-750,2012-02-15T03:17:56Z,/places/746769/darmc-location-13162,/places/746769,30.09305,"30.09305,35.485001",35.485001,,AHR,"archaic,hellenistic-republican,roman","-750.0,300.0",DARMC location 13162,022f10560bd1130392a26705c7032d08,,,,,45,Prehistory,EUROPE,-2000
"Graf, D., D. R. Talbert, T. Elliott, S. Gillies","35.017251, 28.477537, 35.017251, 28.477537",2011-03-09T21:42:24Z,D.F. Graf,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [35.017251, 28.477537]}",darmc-location-13576,precise,representative,300,-750,2012-02-15T03:17:59Z,/places/746775/darmc-location-13576,/places/746775,28.477537,"28.477537,35.017251",35.017251,,AHR,"archaic,hellenistic-republican,roman","-750.0,300.0",DARMC location 13576,b48306067ee9992a22bc9d6038810495,,,,,45,Prehistory,EUROPE,-2000
"Graf, D., R. Talbert, T. Elliott, S. Gillies","34.5, 28.5, 35.0, 29.0",2009-09-22T08:53:16Z,D.F. Graf,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[34.5, 28.5], [34.5, 29.0], [35.0, 29.0], [35.0, 28.5], [34.5, 28.5]]]}",undetermined,rough,representative,640,-750,2012-02-15T03:18:00Z,/places/746776/undetermined,/places/746776,28.75,"28.75,34.75",34.75,,AHRL,"archaic,hellenistic-republican,roman,late-antique","-750.0,640.0",Undetermined location,d8f8519af2d300d163cf2a77625d2086,,,,,45,Prehistory,EUROPE,-2000
"Graf, D., D. R. Talbert, T. Elliott, S. Gillies","35.254592, 29.469012, 35.254592, 29.469012",2011-03-10T00:18:25Z,D.F. Graf,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [35.254592, 29.469012]}",darmc-location-20631,precise,representative,-330,-750,2012-02-15T03:18:17Z,/places/746807/darmc-location-20631,/places/746807,29.469012,"29.469012,35.254592",35.254592,,AC,"archaic,classical","-750.0,-330.0",DARMC location 20631,b316261b56ff56e523602c8174e36124,,,,,45,Prehistory,EUROPE,-2000
"Graf, D., D. R. Talbert, T. Elliott, S. Gillies","33.459697, 29.036776, 33.459697, 29.036776",2011-08-02T20:42:51Z,D.F. Graf,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [33.459697, 29.036776]}",darmc-location-29434,precise,representative,300,-750,2012-02-15T03:18:19Z,/places/746811/darmc-location-29434,/places/746811,29.036776,"29.036776,33.459697",33.459697,,AHR,"archaic,hellenistic-republican,roman","-750.0,300.0",DARMC location 29434,07143ae69ed0be71130796f75350e09e,,,,,45,Prehistory,EUROPE,-2000
"Graf, D., D. R. Talbert, T. Elliott, S. Gillies","34.815729, 28.532066, 34.815729, 28.532066",2011-08-02T20:42:47Z,D.F. Graf,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [34.815729, 28.532066]}",darmc-location-25030,precise,representative,300,-750,2012-02-15T03:18:23Z,/places/746818/darmc-location-25030,/places/746818,28.532066,"28.532066,34.815729",34.815729,,AR,"archaic,roman","-750.0,300.0",DARMC location 25030,e643003b0b69b574f233ff51f0fc92f7,,,,,45,Prehistory,EUROPE,-2000
"Graf, D., D. R. Talbert, T. Elliott, S. Gillies","34.963689, 29.761686, 34.963689, 29.761686",2011-03-09T23:41:14Z,D.F. Graf,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [34.963689, 29.761686]}",darmc-location-19539,precise,representative,300,-750,2012-02-15T03:18:26Z,/places/746825/darmc-location-19539,/places/746825,29.761686,"29.761686,34.963689",34.963689,,AR,"archaic,roman","-750.0,300.0",DARMC location 19539,e0082cf903472fe4a538c978df073651,,,,,45,Prehistory,EUROPE,-2000
"Becker, J.","14.4044833, 35.8844423, 14.4044833, 35.8844423",2013-09-18T17:18:13Z,jbecker,2,Representative location based on OpenStreetMap.,"city-wall,","{""type"": ""Point"", ""coordinates"": [14.4044833, 35.8844423]}",location-of-city-wall,precise,representative,1453,-750,2020-07-15T10:47:58Z,/places/399911221/location-of-city-wall,/places/399911221,35.8844423,"35.8844423,14.4044833",14.4044833,,ACHRLM,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine","-750.0,1453.0",OSM location of city wall,1f730ee40478810daf8536f5c005a079,,,,,45,Prehistory,EUROPE,-2000
"Traill, J., R. Talbert, T. Elliott, S. Gillies",,2010-11-10T21:29:16Z,J.S. Traill,0,,unknown,,batlas-location,unlocated,representative,300,-750,2012-02-15T01:46:37Z,/places/585932/batlas-location,/places/585932,,,,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",Barrington Atlas location,ff51b8c3f77effab11e81992950cc61e,,,,,45,Prehistory,EUROPE,-2000
"Traill, J., R. Talbert, T. Elliott, S. Gillies",,2010-11-10T21:29:18Z,J.S. Traill,0,,unknown,,batlas-location,unlocated,representative,-330,-750,2012-02-15T01:46:38Z,/places/585935/batlas-location,/places/585935,,,,,AC,"archaic,classical","-750.0,-330.0",Barrington Atlas location,3382d6561b24f156f940e111b8668e6c,,,,,45,Prehistory,EUROPE,-2000
"Traill, J., R. Talbert, T. Elliott, S. Gillies",,2010-11-10T21:29:35Z,J.S. Traill,0,,unknown,,batlas-location,unlocated,representative,-330,-750,2012-02-15T01:46:46Z,/places/585950/batlas-location,/places/585950,,,,,AC,"archaic,classical","-750.0,-330.0",Barrington Atlas location,e839404201439205bff8009cd4cf2d6e,,,,,45,Prehistory,EUROPE,-2000
"Bennet, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","25.486972, 35.190888, 25.486972, 35.190888",2011-03-09T20:37:41Z,"J. Bennet, G. Reger",1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [25.486972, 35.190888]}",darmc-location-11190,precise,representative,640,-750,2012-02-15T01:47:01Z,/places/589660/darmc-location-11190,/places/589660,35.190888,"35.190888,25.486972",25.486972,,ACHL,"archaic,classical,hellenistic-republican,late-antique","-750.0,640.0",DARMC location 11190,e47535b40e63abe37b42deb57b0d209e,,,,,45,Prehistory,EUROPE,-2000
"Bennet, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","25.470503, 35.211259, 25.470503, 35.211259",2011-03-09T20:37:47Z,"J. Bennet, G. Reger",1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [25.470503, 35.211259]}",darmc-location-11194,precise,representative,-330,-750,2012-02-15T01:47:02Z,/places/589664/darmc-location-11194,/places/589664,35.211259,"35.211259,25.470503",25.470503,,AC,"archaic,classical","-750.0,-330.0",DARMC location 11194,4b5bbfb4b75b4c418e718f0c621e1e9d,,,,,45,Prehistory,EUROPE,-2000
