authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,,,,,roundedLat,eras,Continent,-2000,2000,timeDiff
"Becker, J.","15.066667, 38.6375, 15.066667, 38.6375",2013-01-19T19:50:33Z,jbecker,1,verified in Google Earth 2013,island,"{""type"": ""Point"", ""coordinates"": [15.066667, 38.6375]}",location-of-euonymus-ins,precise,representative,2100,1700,2016-12-28T15:23:31Z,/places/452324/location-of-euonymus-ins,/places/452324,38.6375,"38.6375,15.066667",15.066667,,M,modern,"1700.0,2100.0",Imagery location of Euonymus Ins.,09adac68052898a695a38fabc2e31bfb,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","16.0574681, 37.9256087, 16.0574681, 37.9256087",2018-12-17T14:40:36Z,jbecker,1,Representative location of the current promontory based on a node derived from OpenStreetMap.,cape,"{""type"": ""Point"", ""coordinates"": [16.0574681, 37.9256087]}",osm-location-of-capo-spartivento,precise,representative,2100,1700,2019-02-28T22:39:14Z,/places/452334/osm-location-of-capo-spartivento,/places/452334,37.9256087,"37.9256087,16.0574681",16.0574681,,M,modern,"1700.0,2100.0",OSM location of Capo Spartivento,e307d422bb9e410e9855e19232feaaec,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","17.0946742, 38.8935704, 17.0946742, 38.8935704",2013-08-13T15:35:13Z,jbecker,1,Location based on OpenStreetMap,"cape,","{""type"": ""Point"", ""coordinates"": [17.0946742, 38.8935704]}",location-of-Iapygum-Pr,precise,representative,2100,1700,2013-08-14T11:00:07Z,/places/452341/location-of-Iapygum-Pr,/places/452341,38.8935704,"38.8935704,17.0946742",17.0946742,,M,modern,"1700.0,2100.0",location of Iapygum Pr.,636bad92d4b25dc543a75a89f892acd2,,,,,31,Classical,AFRICA,-600,,400
"Becker, J.","17.1533366, 39.3988647, 17.1533366, 39.3988647",2013-09-15T03:01:49Z,jbecker,1,Location based on OpenStreetMap,"cape,","{""type"": ""Point"", ""coordinates"": [17.1533366, 39.3988647]}",location-of-Krimis-s-a-Pr,precise,representative,2100,1700,2013-10-13T16:29:00Z,/places/452354/location-of-Krimis-s-a-Pr,/places/452354,39.3988647,"39.3988647,17.1533366",17.1533366,,M,modern,"1700.0,2100.0",location of Krimis(s)a Pr.,e3a5c1b6eb5187c79d66a83be0c07a36,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","17.2025534, 39.0242001, 17.2025534, 39.0242001",2013-09-15T02:48:01Z,jbecker,1,Location based on OpenStreetMap,"cape,","{""type"": ""Point"", ""coordinates"": [17.2025534, 39.0242001]}",location-of-Lacinium-Pr,precise,representative,2100,1700,2013-10-13T16:29:36Z,/places/452356/location-of-Lacinium-Pr,/places/452356,39.0242001,"39.0242001,17.2025534",17.2025534,,M,modern,"1700.0,2100.0",location of Lacinium Pr.,48711dac83fda78f2e5ab717d4a986c3,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","16.813578, 39.1716388, 16.813578, 39.1716388",2013-09-15T02:46:11Z,jbecker,2,Representative modern location based on OpenStreetMap.,river,"{""type"": ""Point"", ""coordinates"": [16.813578, 39.1716388]}",location-of-Neaethus-fl,precise,representative,2100,1700,2017-01-05T21:37:45Z,/places/452389/location-of-Neaethus-fl,/places/452389,39.1716388,"39.1716388,16.813578",16.813578,,M,modern,"1700.0,2100.0",OSM location of Neto (river),3360fc6de96cbffd66923f6a79ed50f9,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","15.2684341, 40.0314331, 15.2684341, 40.0314331",2014-12-22T16:17:10Z,jbecker,2,Location based on OpenStreetMap,cape,"{""type"": ""Point"", ""coordinates"": [15.2684341, 40.0314331]}",osm-location,precise,representative,2100,1700,2019-09-30T21:39:02Z,/places/452399/osm-location,/places/452399,40.0314331,"40.0314331,15.2684341",15.2684341,,M,modern,"1700.0,2100.0",OSM location,4e21c0356ce6171534e90c206550b194,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","15.553937, 40.1965275, 15.553937, 40.1965275",2016-03-03T00:03:54Z,jbecker,1,Representative modern location based on OpenStreetMap.,"river,","{""type"": ""Point"", ""coordinates"": [15.553937, 40.1965275]}",osm-location-of-bussento-river,precise,representative,2100,1700,2016-06-24T18:34:59Z,/places/452412/osm-location-of-bussento-river,/places/452412,40.1965275,"40.1965275,15.553937",15.553937,,M,modern,"1700.0,2100.0",OSM location of Bussento river,292fab789db447574208272cf6173b07,,,,,31,Classical,AFRICA,-600,,400
"Becker, J., R. Horne","15.651083, 38.265856, 15.651083, 38.265856",2012-12-19T19:31:50Z,jbecker,3,Representative location based on Google Earth.,cape,"{""type"": ""Point"", ""coordinates"": [15.651083, 38.265856]}",location-of-regium-pr,precise,representative,2100,1700,2017-09-13T05:26:49Z,/places/452415/location-of-regium-pr,/places/452415,38.265856,"38.265856,15.651083",15.651083,,M,modern,"1700.0,2100.0",Google Earth location of Punta Calamizzi,bf001c0033c3105dab12ad1165fa5620,,,,,32,Classical,AFRICA,-600,,400
"Becker, J., R. Horne","15.9174518, 37.9306249, 15.9174518, 37.9306249",2014-02-08T16:24:25Z,jbecker,3,Representative location based on OpenStreetMap.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [15.9174518, 37.9306249]}",location-of-bova-marina,precise,"representative,associated_modern",2100,1700,2017-09-14T14:58:37Z,/places/452435/location-of-bova-marina,/places/452435,37.9306249,"37.9306249,15.9174518",15.9174518,,M,modern,"1700.0,2100.0",OSM location of Bova Marina,f61f1e46a89189220fec676f78efb556,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","16.813611, 38.697222, 16.813611, 38.697222",2013-04-24T14:53:08Z,jbecker,0,"coordinates after Wikimapia, verified in Google Earth.","water-open,","{""type"": ""Point"", ""coordinates"": [16.813611, 38.697222]}",location-of-scyllaceus-sinus,precise,representative,2100,1700,2013-04-26T14:06:45Z,/places/452437/location-of-scyllaceus-sinus,/places/452437,38.697222,"38.697222,16.813611",16.813611,,M,modern,"1700.0,2100.0",location of Scyllaceus Sinus,0981d97dbd39081ba50ada17d17b5ed2,,,,,32,Classical,AFRICA,-600,,400
"Becker, J., R. Horne","15.716667, 38.25, 15.716667, 38.25",2013-04-30T19:27:12Z,jbecker,1,"Representative location based on GeoHack, verified in Google Earth.","cape,","{""type"": ""Point"", ""coordinates"": [15.716667, 38.25]}",location-of-scyllaeum-pr,precise,"representative,",2100,1700,2016-09-25T02:26:23Z,/places/452438/location-of-scyllaeum-pr,/places/452438,38.25,"38.25,15.716667",15.716667,,M,modern,"1700.0,2100.0",GeoHack location of Scyllaeum Pr.,7d5400b5ee1aee9fb6f71005c292bca7,,,,,32,Classical,AFRICA,-600,,400
"Becker, J., R. Horne","16.6296435, 39.0018982, 16.6296435, 39.0018982",2014-06-17T20:09:49Z,jbecker,2,Representative location based on OpenStreetMap.,"river,","{""type"": ""Point"", ""coordinates"": [16.6296435, 39.0018982]}",osm-location,precise,,2100,1700,2016-07-26T00:12:02Z,/places/452441/osm-location,/places/452441,39.0018982,"39.0018982,16.6296435",16.6296435,,M,modern,"1700.0,2100.0",OSM location of Simeri,f9cb18af95a127854ec4b6c5e6749fab,,,,,31,Classical,AFRICA,-600,,400
"Becker, J.","16.5061119, 39.3460757, 16.5061119, 39.3460757",2013-06-10T21:44:36Z,jbecker,1,"Location based on OpenStreetMap. 1,351 m asl","mountain,","{""type"": ""Point"", ""coordinates"": [16.5061119, 39.3460757]}",location-of-monte-popini,precise,representative,2100,1700,2013-06-11T10:07:14Z,/places/452449/location-of-monte-popini,/places/452449,39.3460757,"39.3460757,16.5061119",16.5061119,,M,modern,"1700.0,2100.0",location of Monte Popini,2d8e9fbe379b897e4c80b2c2341c5657,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","16.5958, 39.4116191, 16.5958, 39.4116191",2013-06-10T22:01:00Z,jbecker,1,"Location based on OpenStreetMap. 1,491 m asl","mountain,","{""type"": ""Point"", ""coordinates"": [16.5958, 39.4116191]}",location-of-colle-del-lupo,precise,representative,2100,1700,2013-06-11T10:07:16Z,/places/452449/location-of-colle-del-lupo,/places/452449,39.4116191,"39.4116191,16.5958",16.5958,,M,modern,"1700.0,2100.0",location of Colle del Lupo,f1363a963aa210db80c1e534d05ff8d0,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","16.5630812, 39.4112709, 16.5630812, 39.4112709",2013-06-10T22:05:19Z,jbecker,1,"Location based on OpenStreetMap. 1,519 m asl","mountain,","{""type"": ""Point"", ""coordinates"": [16.5630812, 39.4112709]}",location-of-cozzo-del-brigante,precise,representative,2100,1700,2013-06-11T10:06:13Z,/places/452449/location-of-cozzo-del-brigante,/places/452449,39.4112709,"39.4112709,16.5630812",16.5630812,,M,modern,"1700.0,2100.0",location of Cozzo del Brigante,9f308b2cdec6e2aa5a5855f9219ca8f3,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","16.1384854, 40.0877137, 16.1384854, 40.0877137",2013-06-10T21:11:54Z,jbecker,2,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [16.1384854, 40.0877137]}",location-of-Siris-Semnus-fl,precise,representative,2100,1700,2017-10-27T20:29:22Z,/places/452451/location-of-Siris-Semnus-fl,/places/452451,40.0877137,"40.0877137,16.1384854",16.1384854,,M,modern,"1700.0,2100.0",location of Sinni (river),9a001b82564b0772e71291e18c22cd10,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","15.213, 38.789, 15.213, 38.789",2013-01-19T19:05:32Z,jbecker,1,verified in Google Earth 2013,"island,","{""type"": ""Point"", ""coordinates"": [15.213, 38.789]}",location-of-strongyle-ins,precise,representative,2100,1700,2018-06-07T20:32:28Z,/places/452455/location-of-strongyle-ins,/places/452455,38.789,"38.789,15.213",15.213,,M,modern,"1700.0,2100.0",Imagery location of Stromboli (island),8e3211e7b0652723dcfef14d1725d409,,,,,32,Classical,AFRICA,-600,,400
"Becker, J., T. Elliott","16.3172227, 38.8734025, 16.3876532, 38.8889848",2019-09-02T11:47:03Z,"jbecker, thomase",3,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[16.3876532, 38.8734025], [16.3226607, 38.8873738], [16.3198405, 38.8880937], [16.3185595, 38.8884361], [16.3172227, 38.8889848], [16.3362031, 38.8880267], [16.3512611, 38.8858093], [16.3605591, 38.8837573], [16.3823935, 38.8781007], [16.3840043, 38.8772532], [16.3843273, 38.8770818], [16.3848358, 38.8766853], [16.3852821, 38.8762215], [16.3876532, 38.8734025]]]}",osm-location-of-pesipe-river,precise,representative,2100,1700,2019-09-28T12:55:08Z,/places/452465/osm-location-of-pesipe-river,/places/452465,38.883149,"38.8831489982,16.3534874444",16.35348744,,M,modern,"1700.0,2100.0",OSM Location of Pesipe river,6fb7bfaf06294526940b75977ef5a0e4,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","15.8281862, 38.6193683, 15.8281862, 38.6193683",2013-07-23T00:57:06Z,jbecker,1,Location based on OpenStreetMap,"cape,","{""type"": ""Point"", ""coordinates"": [15.8281862, 38.6193683]}",location-of-Tauri-a-num-2018Vaticanum2019-Pr,precise,representative,2100,1700,2014-02-07T19:17:13Z,/places/452467/location-of-Tauri-a-num-2018Vaticanum2019-Pr,/places/452467,38.6193683,"38.6193683,15.8281862",15.8281862,,M,modern,"1700.0,2100.0",location of Capo Vaticano,32b1b70e1ce5a702356d93dc414621c4,,,,,31,Classical,AFRICA,-600,,400
"Becker, J.","16.0729713, 38.8531393, 16.0729713, 38.8531393",2019-08-03T14:32:23Z,jbecker,1,Location based on OpenStreetMap,water-open,"{""type"": ""Point"", ""coordinates"": [16.0729713, 38.8531393]}",osm-location-of-golfo-di-santeufemia,precise,representative,2100,1700,2019-08-13T00:08:04Z,/places/452489/osm-location-of-golfo-di-santeufemia,/places/452489,38.8531393,"38.8531393,16.0729713",16.0729713,,M,modern,"1700.0,2100.0",OSM location of Golfo di Sant'Eufemia,719af6c31ee147d9bba01e8a0e436899,,,,,31,Classical,AFRICA,-600,,400
"Becker, J., R. Horne","16.16667, 38.05, 16.16667, 38.05",2015-05-02T22:44:30Z,jbecker,1,Representative location based on GeoNames.,cape,"{""type"": ""Point"", ""coordinates"": [16.16667, 38.05]}",geonames-location-of-capo-bruzzano,precise,representative,2100,1700,2017-09-13T05:33:12Z,/places/452495/geonames-location-of-capo-bruzzano,/places/452495,38.05,"38.05,16.16667",16.16667,,M,modern,"1700.0,2100.0",GeoNames location of Capo Bruzzano ,54503eb410149da3c820d0e40c35660b,,,,,32,Classical,AFRICA,-600,,400
"Vitale, V., J. Prag, J. Becker","15.097382, 38.047262, 15.097382, 38.047262",2015-09-10T14:09:23Z,vvitale,6,"Location of the modern city of Tripi, thought to be in the area of the ancient settlement of Abakainon, based on a representative point derived from an OpenStreetMap node.","settlement-modern,","{""type"": ""Point"", ""coordinates"": [15.097382, 38.047262]}",tripi,precise,representative,2100,1700,2015-10-25T17:20:44Z,/places/462062/tripi,/places/462062,38.047262,"38.047262,15.097382",15.097382,,M,modern,"1700.0,2100.0",OSM location of Tripi,23bf77dc9be48f4f3a1fb6f7e2c3ef74,,,,,31,Classical,AFRICA,-600,,400
"Vitale, V., J. Prag, J. Becker","15.1740733, 37.5749602, 15.1740733, 37.5749602",2015-09-10T15:45:43Z,vvitale,5,"Representative location of the modern place Capo Mulini (in the municipality of Acireale), thought to be in the area of the ancient settlement of Acium.","cape,settlement,","{""type"": ""Point"", ""coordinates"": [15.1740733, 37.5749602]}",capo-mulini,precise,representative,2100,1700,2016-03-25T03:22:37Z,/places/462067/capo-mulini,/places/462067,37.5749602,"37.5749602,15.1740733",15.1740733,,M,modern,"1700.0,2100.0",OSM location of Capo Mulini,2732f33ecd97867881da14834a9012bc,,,,,31,Classical,AFRICA,-600,,400
"Vitale, V., J. Prag, J. Becker","14.9039095, 37.0619128, 14.9039095, 37.0619128",2015-09-15T11:44:16Z,vvitale,5,Location of the modern place that is thought to be in the area of the ancient settlement of Acrae. Representative point location based on OpenStreetMap.,"settlement-modern,","{""type"": ""Point"", ""coordinates"": [14.9039095, 37.0619128]}",palazzolo-acreide,precise,"representative,",2100,1700,2018-06-07T21:44:44Z,/places/462068/palazzolo-acreide,/places/462068,37.0619128,"37.0619128,14.9039095",14.9039095,,M,modern,"1700.0,2100.0",OSM location of modern Palazzolo Acreide,962207c87378d0a809cb68297599e7af,,,,,30,Classical,AFRICA,-600,,400
"Vitale, V., J. Prag, J. Becker","14.8940532, 37.0563961, 14.8940532, 37.0563961",2015-09-15T12:40:33Z,vvitale,2,Representative point location of the archaeological area near Palazzolo Acreide based on OpenStreetMap.,"settlement,","{""type"": ""Point"", ""coordinates"": [14.8940532, 37.0563961]}",area-archeologica-di-akrai,precise,"representative,",2100,1700,2018-06-07T21:44:44Z,/places/462068/area-archeologica-di-akrai,/places/462068,37.0563961,"37.0563961,14.8940532",14.8940532,,M,modern,"1700.0,2100.0",OSM location of Archaeological area of Akrai,0bbafc6ab4b0edfe6043ae5e62fd57ba,,,,,31,Classical,AFRICA,-600,,400
"Vitale, V., J. Prag, J. Becker","14.701285, 37.031342, 14.701285, 37.031342",2015-09-15T16:03:06Z,vvitale,5,"Location of the modern city of Chiaramonte Gulfi, thought to be in the area of the ancient settlement of Acrillae, based on a representative point derived from an OpenStreetMap node.","settlement-modern,","{""type"": ""Point"", ""coordinates"": [14.701285, 37.031342]}",chiaramonte-gulfi,precise,representative,2100,1700,2015-11-09T21:56:43Z,/places/462069/chiaramonte-gulfi,/places/462069,37.031342,"37.031342,14.701285",14.701285,,M,modern,"1700.0,2100.0",OSM location of Chiaramonte Gulfi,ab7e736919e162e8fbb4c6d91a72a228,,,,,31,Classical,AFRICA,-600,,400
"Vitale, V.","14.8333672, 37.661966, 14.8333672, 37.661966",2015-09-15T16:37:53Z,vvitale,3,"Location of the modern town of Adrano, thought to be near the ancient settlement of Adranon, based on a representative point derived from an OpenStreetMap node","settlement-modern,","{""type"": ""Point"", ""coordinates"": [14.8333672, 37.661966]}",adrano,precise,representative,2100,1700,2015-11-09T23:14:16Z,/places/462074/adrano,/places/462074,37.661966,"37.661966,14.8333672",14.8333672,,M,modern,"1700.0,2100.0",OSM location of Adrano,a92e5fe9a9e9235e9fbe1111b1e01a6f,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","14.995, 37.755, 14.995, 37.755",2012-12-19T17:51:58Z,jbecker,0,verified in Google Earth 2012,"mountain,","{""type"": ""Point"", ""coordinates"": [14.995, 37.755]}",summit-of-etna,precise,representative,2100,1700,2012-12-20T01:02:46Z,/places/462077/summit-of-etna,/places/462077,37.755,"37.755,14.995",14.995,,M,modern,"1700.0,2100.0",summit of Etna,19c80c021ec4f57047a7d4efd38b007e,,,,,32,Classical,AFRICA,-600,,400
"Horne, R.","14.9958286, 37.751113, 14.9958286, 37.751113",2013-02-11T19:24:36Z,rmhorne,1,Peak of Mount Etna as verified in OpenStreetMap,"mountain,","{""type"": ""Point"", ""coordinates"": [14.9958286, 37.751113]}",monte-etna,precise,representative,2100,1700,2013-04-06T20:55:27Z,/places/462077/monte-etna,/places/462077,37.751113,"37.751113,14.9958286",14.9958286,,M,modern,"1700.0,2100.0",Mount Etna,c86819d84552cc2e576e742d2e6a12c7,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","12.447991, 37.844148, 12.447991, 37.844148",2013-01-19T22:01:53Z,jbecker,1,verified in Google Earth 2013,cape,"{""type"": ""Point"", ""coordinates"": [12.447991, 37.844148]}",location-of-aigithallos-pr,precise,representative,2100,1700,2016-12-31T03:24:34Z,/places/462083/location-of-aigithallos-pr,/places/462083,37.844148,"37.844148,12.447991",12.447991,,M,modern,"1700.0,2100.0",Imagery location of Aigithallos Pr.,8a46596d1e5fac468664ff26cfcc4903,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","14.9307055, 37.985174, 14.9307055, 37.985174",2013-09-15T16:49:16Z,jbecker,1,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [14.9307055, 37.985174]}",location-of-Asinius-fl,precise,representative,2100,1700,2013-09-17T02:00:36Z,/places/462103/location-of-Asinius-fl,/places/462103,37.985174,"37.985174,14.9307055",14.9307055,,M,modern,"1700.0,2100.0",location of Asinius fl.,62aac1ceac0ff26c81a2f795ab275f67,,,,,30,Classical,AFRICA,-600,,400
"Vitale, V., J. Prag","14.4240409, 37.6267115, 14.4240409, 37.6267115",2015-10-02T13:07:53Z,vvitale,2,"Location of the modern town of Assoro, thought to be in the area of the ancient settlement of Assorus, based on a representative point derived from an OpenStreetMap node","settlement-modern,","{""type"": ""Point"", ""coordinates"": [14.4240409, 37.6267115]}",assoro,precise,representative,2100,1700,2015-11-13T21:35:37Z,/places/462106/assoro,/places/462106,37.6267115,"37.6267115,14.4240409",14.4240409,,M,modern,"1700.0,2100.0",OSM location of Assoro,d54d74b4d56eb1437c5f562f41ba8a57,,,,,31,Classical,AFRICA,-600,,400
"Becker, J.","13.022597, 38.0549129, 13.022597, 38.0549129",2013-09-02T15:44:56Z,jbecker,2,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [13.022597, 38.0549129]}",location-of-Bathys-fl,precise,representative,2100,1700,2017-10-27T20:29:43Z,/places/462110/location-of-Bathys-fl,/places/462110,38.0549129,"38.0549129,13.022597",13.022597,,M,modern,"1700.0,2100.0",OSM location,8e8a21049d56414a76995ca273945e90,,,,,31,Classical,AFRICA,-600,,400
"Becker, J., R. Horne","14.4939458, 36.7872653, 14.4939458, 36.7872653",2015-12-15T19:42:54Z,jbecker,4,Representative associated modern location based on a node located on the Faro Scaramia (lighthouse) derived from OpenStreetMap.,"cape,","{""type"": ""Point"", ""coordinates"": [14.4939458, 36.7872653]}",osm-location-of-capo-scalambri,precise,"associated_modern,",2100,1700,2016-09-29T18:58:51Z,/places/462117/osm-location-of-capo-scalambri,/places/462117,36.7872653,"36.7872653,14.4939458",14.4939458,,M,modern,"1700.0,2100.0",OSM location of Capo Scalambri,59286961c734001b83a5af7d80a4821c,,,,,32,Classical,AFRICA,-600,,400
"Prag, J., J. Becker","14.8842007, 37.0854713, 14.8842007, 37.0854713",2016-03-22T17:13:38Z,jprag,3,Representative modern location based on OpenStreetMap.,"settlement,","{""type"": ""Point"", ""coordinates"": [14.8842007, 37.0854713]}",buscemi,precise,"representative,",2100,1700,2016-07-25T20:16:07Z,/places/462120/buscemi,/places/462120,37.0854713,"37.0854713,14.8842007",14.8842007,,M,modern,"1700.0,2100.0",OSM location of modern Buscemi,d2b420f63e35c74b2ebaa50e6e5bb594,,,,,31,Classical,AFRICA,-600,,400
"Vitale, V., J. Prag","14.4405839, 38.024707, 14.4405839, 38.024707",2015-10-02T16:10:32Z,vvitale,2,"Location of the modern Sicilian town of Caronia, thought to be in the area of the ancient settlement of Calacte, based on a representative point derived from an OpenStreetMap node","settlement-modern,","{""type"": ""Point"", ""coordinates"": [14.4405839, 38.024707]}",caronia,precise,representative,2100,1700,2015-11-14T15:40:54Z,/places/462123/caronia,/places/462123,38.024707,"38.024707,14.4405839",14.4405839,,M,modern,"1700.0,2100.0",OSM location of Caronia,fc22e6bf951fe0ab45ba9cee162a059a,,,,,31,Classical,AFRICA,-600,,400
"Vitale, V., J. Becker","14.5243743, 36.8281761, 14.5243743, 36.8281761",2015-10-05T11:42:12Z,vvitale,3,"Location of the modern village of Santa Croce Camerina, near Ragusa, thought to be in the area of the ancient settlement of Camarina. Based on a representative point derived from an OpenStreetMap node.","settlement-modern,","{""type"": ""Point"", ""coordinates"": [14.5243743, 36.8281761]}",santa-croce-camerina,precise,"associated_modern,",2100,1700,2016-08-11T01:27:46Z,/places/462126/santa-croce-camerina,/places/462126,36.8281761,"36.8281761,14.5243743",14.5243743,,M,modern,"1700.0,2100.0",OSM location of Santa Croce Camerina,436b2852a0afda071e0c719548cc52ec,,,,,32,Classical,AFRICA,-600,,400
"Vitale, V., J. Prag","14.478172, 37.847854, 14.478172, 37.847854",2015-10-05T14:10:25Z,vvitale,2,"Location of the modern village of Capizzi, thought to be in the area of the ancient settlement of Capitium, based on a representative point derived from an OpenStreetMap node.","settlement-modern,","{""type"": ""Point"", ""coordinates"": [14.478172, 37.847854]}",capizzi,precise,representative,2100,1700,2018-06-07T23:18:02Z,/places/462130/capizzi,/places/462130,37.847854,"37.847854,14.478172",14.478172,,M,modern,"1700.0,2100.0",OSM location of Capizzi,544fb1d030ea79949b1ec6ae7bdef6d9,,,,,32,Classical,AFRICA,-600,,400
"Vitale, V., J. Prag, J. Becker","14.692681, 37.388048, 14.692681, 37.388048",2015-10-05T16:14:03Z,vvitale,3,"Location of the modern village of Ramacca, thought to be in the area of the ancient settlement of Capitoniana, based on a representative point derived from an OpenStreetMap node.","settlement-modern,","{""type"": ""Point"", ""coordinates"": [14.692681, 37.388048]}",ramacca,precise,"associated_modern,",2100,1700,2016-11-13T05:07:09Z,/places/462131/ramacca,/places/462131,37.388048,"37.388048,14.692681",14.692681,,M,modern,"1700.0,2100.0",OSM location of Ramacca,488b90d551db53e025a7efd9a2c10cf7,,,,,31,Classical,AFRICA,-600,,400
"Mckee, G., J. Becker","32.867052, 24.0538715, 32.8760657, 24.0672341",2018-08-27T17:27:29Z,gmckee,2,"Polygon representing the location of the island of Sehel, derived from an OpenStreetMap Way.",island,"{""type"": ""Polygon"", ""coordinates"": [[[32.868334, 24.0538715], [32.8675988, 24.0549044], [32.8672971, 24.0554381], [32.867052, 24.0615497], [32.8671274, 24.0634089], [32.8676742, 24.0650443], [32.8717088, 24.066146], [32.8756303, 24.0671617], [32.8760657, 24.0672341], [32.8752074, 24.0578295], [32.8737053, 24.0556742], [32.8713129, 24.0542846], [32.8692851, 24.0538715], [32.868334, 24.0538715]]]}",62c63264a631629-63364764a644,precise,representative,2100,1700,2018-08-28T00:17:04Z,/places/451755914/62c63264a631629-63364764a644,/places/451755914,24.06087491,"24.0608749144,32.8712221057",32.87122211,,M,modern,"1700.0,2100.0",OSM location of Seheil Island,d302133823e0466c91e3e5a997019e78,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","25.1409222, 35.2325318, 25.1409222, 35.2325318",2013-10-20T13:46:04Z,jbecker,2,Representative location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [25.1409222, 35.2325318]}",location-of-mount-juktas,precise,representative,2100,1700,2019-02-02T16:08:46Z,/places/953163789/location-of-mount-juktas,/places/953163789,35.2325318,"35.2325318,25.1409222",25.1409222,,M,modern,"1700.0,2100.0",OSM location of Mount Juktas,ddd3bcc7066a4a2860fc5e593e637bb8,,,,,32,Classical,AFRICA,-600,,400
"Becker, J.","-1.1827525, 51.6304354, -1.1827525, 51.6304354",2013-08-07T15:37:30Z,jbecker,2,Round Hill is the site of possible Iron Age occupation. Location based on OpenStreetMap.,hill,"{""type"": ""Point"", ""coordinates"": [-1.1827525, 51.6304354]}",location-of-round-hill,precise,representative,2100,1700,2020-12-16T10:30:56Z,/places/911125508/location-of-round-hill,/places/911125508,51.6304354,"51.6304354,-1.1827525",-1.1827525,,M,modern,"1700.0,2100.0",OSM location of Round Hill,014c4ff1ee06216004a013d97e24a638,,,,,31,Classical,AFRICA,-600,,400
"Becker, J.","7.7230178, 47.5399823, 7.7230178, 47.5399823",2015-06-23T05:00:03Z,jbecker,1,Location based on OpenStreetMap,"settlement-modern,","{""type"": ""Point"", ""coordinates"": [7.7230178, 47.5399823]}",osm-location-of-kaiseraugst,precise,representative,2100,1700,2018-08-30T21:22:30Z,/places/81716458/osm-location-of-kaiseraugst,/places/81716458,47.5399823,"47.5399823,7.7230178",7.7230178,,M,modern,"1700.0,2100.0",OSM location of Kaiseraugst,75c9b76685fdd3b68f199201b7b4a840,,,,,32,Classical,AFRICA,-600,,400
"Becker, J., R. Horne","34.2481, 27.7255, 34.2481, 27.7255",2013-02-18T18:05:45Z,jbecker,5,Representative location based on Google Earth.,cape,"{""type"": ""Point"", ""coordinates"": [34.2481, 27.7255]}",location-of-poseidion-pr,precise,representative,2100,1700,2017-09-13T06:03:10Z,/places/766392/location-of-poseidion-pr,/places/766392,27.7255,"27.7255,34.2481",34.2481,,M,modern,"1700.0,2100.0",Google Earth imagery location of Poseidion Pr.,e91dd1a510ff8eff27d91a97d8fc0c3c,,,,,31,Classical,AFRICA,-600,,400
"Becker, J., R. Horne","34.2541026, 27.7315162, 34.2541026, 27.7315162",2016-10-04T13:00:36Z,jbecker,2,Representative location based on OpenStreetMap.,cape,"{""type"": ""Point"", ""coordinates"": [34.2541026, 27.7315162]}",osm-location-of-ras-muhammad,precise,representative,2100,1700,2017-09-13T05:58:56Z,/places/766392/osm-location-of-ras-muhammad,/places/766392,27.7315162,"27.7315162,34.2541026",34.2541026,,M,modern,"1700.0,2100.0",OSM location of Ras Muhammad,a8beccaedccd48c2aadd69a1ba5d6d8e,,,,,31,Classical,AFRICA,-600,,400
"Becker, J.","12.866667, 35.866667, 12.866667, 35.866667",2013-01-20T10:42:04Z,jbecker,0,verified in Google Earth 2013,"island,","{""type"": ""Point"", ""coordinates"": [12.866667, 35.866667]}",location-of-aethusa-ins,precise,representative,2100,1700,2013-01-21T00:18:09Z,/places/772/location-of-aethusa-ins,/places/772,35.866667,"35.866667,12.866667",12.866667,,M,modern,"1700.0,2100.0",location of Aethusa Ins.,5464cfd22f812511136bc81ab93e732f,,,,,31,Classical,AFRICA,-600,,400
